location,kind,region,realm,status
me_land_9699,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9700,land,me_far_harad_region,HFA,owned
me_land_9701,land,me_enedwaith_region,DUN,owned
me_land_9702,land,me_near_harad_region,HNE,owned
me_land_9703,land,me_brown_lands_region,WILD,wild_buffer
me_land_9704,land,me_mirkwood_region,WOO,owned
me_land_9705,land,me_ithilien_region,MOR,owned
me_land_9706,land,me_near_harad_region,HRA,owned
me_land_9707,land,me_dale_region,DAL,owned
me_land_9708,land,me_rhun_region,RH3,owned
me_land_9709,land,me_rohan_region,ROH,owned
me_land_9710,land,me_rhun_region,RH2,owned
me_land_9711,land,me_north_arnor_region,WILD,wild_buffer
me_land_9712,land,me_umbar_region,UMB,owned
me_land_9713,land,me_mordor_region,MOR,owned
me_land_9714,land,me_rhun_region,RHU,owned
me_land_9715,land,me_angmar_region,WILD,wild_buffer
me_land_9716,land,me_mordor_region,MOR,owned
me_land_9717,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9718,land,me_angmar_region,WILD,wild_buffer
me_land_9719,land,me_shire_breeland_region,WILD,wild_buffer
me_land_9720,land,me_enedwaith_region,DUN,owned
me_land_9721,land,me_umbar_region,UMB,owned
me_land_9722,land,me_khand_region,KHA,owned
me_land_9723,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9724,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9725,land,me_anorien_region,DRU,owned
me_land_9726,land,me_mordor_region,MOR,owned
me_land_9727,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_9728,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9729,land,me_forochel_region,WILD,wild_buffer
me_land_9730,land,me_near_harad_region,UMB,owned
me_land_9731,land,me_mirkwood_region,WOO,owned
me_land_9732,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9733,land,me_rhun_region,RHU,owned
me_land_9734,land,me_rhun_region,RH2,owned
me_land_9735,land,me_angmar_region,WILD,wild_buffer
me_land_9736,land,me_enedwaith_region,DUN,owned
me_land_9737,land,me_ithilien_region,MOR,owned
me_land_9738,land,me_rhun_region,RHU,owned
me_land_9739,land,me_lindon_region,LIN,owned
me_land_9740,land,me_near_harad_region,UMB,owned
me_land_9741,land,me_rhun_region,RH2,owned
me_land_9742,land,me_near_harad_region,UMB,owned
me_land_9743,land,me_mordor_region,MOR,owned
me_land_9744,land,me_ithilien_region,WILD,wild_ithilien
me_land_9745,land,me_grey_mountains_region,ERE,owned
me_land_9746,land,me_lindon_region,BLU,owned
me_land_9747,land,me_rohan_region,FAN,owned
me_land_9748,land,me_lindon_region,LIN,owned
me_land_9749,land,me_rohan_region,ROH,owned
me_land_9750,land,me_rhun_region,RHU,owned
me_land_9751,land,me_far_harad_region,HFA,owned
me_land_9752,land,me_dale_region,DAL,owned
me_land_9753,land,me_lindon_region,LIN,owned
me_land_9754,land,me_rhun_region,RHU,owned
me_land_9755,land,me_forochel_region,WILD,wild_buffer
me_land_9756,land,me_belfalas_region,GON,owned
me_land_9757,land,me_umbar_region,UMB,owned
me_land_9758,land,me_angmar_region,WILD,wild_buffer
me_land_9759,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9760,land,me_far_harad_region,KHA,owned
me_land_9761,land,me_mirkwood_region,WOO,owned
me_land_9762,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9763,land,me_mordor_region,MOR,owned
me_land_9764,land,me_far_harad_region,KHA,owned
me_land_9765,land,me_ithilien_region,WILD,wild_ithilien
me_land_9766,land,me_anduin_vale_region,WILD,wild_buffer
me_land_9767,land,me_belfalas_region,GON,owned
me_land_9768,land,me_anduin_vale_region,LOR,owned
me_land_9769,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9770,land,me_rhun_region,RH2,owned
me_land_9771,land,me_anduin_vale_region,WILD,wild_buffer
me_land_9772,land,me_mordor_region,MOR,owned
me_land_9773,land,me_north_arnor_region,WILD,wild_buffer
me_land_9774,land,me_forochel_region,LOS,owned
me_land_9775,land,me_brown_lands_region,WILD,wild_buffer
me_land_9776,land,me_belfalas_region,GON,owned
me_land_9777,land,me_angmar_region,WILD,wild_buffer
me_land_9778,land,me_near_harad_region,UMB,owned
me_land_9779,land,me_umbar_region,UMB,owned
me_land_9780,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9781,land,me_north_arnor_region,WILD,wild_buffer
me_land_9782,land,me_near_harad_region,HNE,owned
me_land_9783,land,me_forochel_region,LOS,owned
me_land_9784,land,me_belfalas_region,GON,owned
me_land_9785,land,me_mordor_region,MOR,owned
me_land_9786,land,me_anduin_vale_region,WILD,wild_buffer
me_land_9787,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9788,land,me_rhun_region,RH2,owned
me_land_9789,land,me_far_harad_region,KHA,owned
me_land_9790,land,me_rhun_region,RH2,owned
me_land_9791,land,me_enedwaith_region,DUN,owned
me_land_9792,land,me_mordor_region,MOR,owned
me_land_9793,land,me_angmar_region,WILD,wild_buffer
me_land_9794,land,me_mirkwood_region,WOO,owned
me_land_9795,land,me_umbar_region,UMB,owned
me_land_9796,land,me_ithilien_region,WILD,wild_ithilien
me_land_9797,land,me_belfalas_region,GON,owned
me_land_9798,land,me_north_arnor_region,WILD,wild_buffer
me_land_9799,land,me_khand_region,KHA,owned
me_land_9800,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_9801,land,me_rhun_region,RH3,owned
me_land_9802,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9803,land,me_rhun_region,RHU,owned
me_land_9804,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_9805,land,me_umbar_region,UMB,owned
me_land_9806,land,me_enedwaith_region,DUN,owned
me_land_9807,land,me_rhun_region,RH2,owned
me_land_9808,land,me_south_gondor_region,GON,owned
me_land_9809,land,me_rhun_region,RH2,owned
me_land_9810,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9811,land,me_lindon_region,BLU,owned
me_land_9812,land,me_near_harad_region,UMB,owned
me_land_9813,land,me_ithilien_region,MOR,owned
me_land_9814,land,me_mordor_region,MOR,owned
me_land_9815,land,me_near_harad_region,HNE,owned
me_land_9816,land,me_mirkwood_region,WOO,owned
me_land_9817,land,me_angmar_region,GUN,owned
me_land_9818,land,me_forochel_region,LOS,owned
me_land_9819,land,me_near_harad_region,HNE,owned
me_land_9820,land,me_rhun_region,RHU,owned
me_land_9821,land,me_brown_lands_region,WILD,wild_buffer
me_land_9822,land,me_rohan_region,ROH,owned
me_land_9823,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9824,land,me_enedwaith_region,DUN,owned
me_land_9825,land,me_enedwaith_region,DUN,owned
me_land_9826,land,me_far_harad_region,KHA,owned
me_land_9827,land,me_rhun_region,RH3,owned
me_land_9828,land,me_ithilien_region,MOR,owned
me_land_9829,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9830,land,me_near_harad_region,HRA,owned
me_land_9831,land,me_enedwaith_region,MOA,owned
me_land_9832,land,me_rhun_region,RHU,owned
me_land_9833,land,me_belfalas_region,GON,owned
me_land_9834,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9835,land,me_belfalas_region,GON,owned
me_land_9836,land,me_mordor_region,MOR,owned
me_land_9837,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9838,land,me_near_harad_region,HRA,owned
me_land_9839,land,me_mirkwood_region,WOO,owned
me_land_9840,land,me_rhun_region,RHU,owned
me_land_9841,land,me_forochel_region,WILD,wild_buffer
me_land_9842,land,me_ithilien_region,MOR,owned
me_land_9843,land,me_rhun_region,RH3,owned
me_land_9844,land,me_rhun_region,RH2,owned
me_land_9845,land,me_far_harad_region,KHA,owned
me_land_9846,land,me_enedwaith_region,DUN,owned
me_land_9847,land,me_khand_region,KHA,owned
me_land_9848,land,me_north_arnor_region,WILD,wild_buffer
me_land_9849,land,me_forochel_region,WILD,wild_buffer
me_land_9850,land,me_rohan_region,ROH,owned
me_land_9851,land,me_forochel_region,WILD,wild_buffer
me_land_9852,land,me_shire_breeland_region,SHI,owned
me_land_9853,land,me_rhun_region,RHU,owned
me_land_9854,land,me_rhun_region,RHU,owned
me_land_9855,land,me_near_harad_region,HNE,owned
me_land_9856,land,me_mirkwood_region,WOO,owned
me_land_9857,land,me_belfalas_region,GON,owned
me_land_9858,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_9859,land,me_near_harad_region,HNE,owned
me_land_9860,land,me_rhun_region,RH2,owned
me_land_9861,land,me_rhun_region,RH2,owned
me_land_9862,land,me_rhun_region,RHU,owned
me_land_9863,land,me_near_harad_region,KHA,owned
me_land_9864,land,me_rhun_region,RHU,owned
me_land_9865,land,me_rohan_region,ROH,owned
me_land_9866,land,me_north_arnor_region,WILD,wild_buffer
me_land_9867,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9868,land,me_mordor_region,MOR,owned
me_land_9869,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9870,land,me_enedwaith_region,DUN,owned
me_land_9871,land,me_rhun_region,RH2,owned
me_land_9872,land,me_near_harad_region,HRA,owned
me_land_9873,land,me_angmar_region,WILD,wild_buffer
me_land_9874,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9875,land,me_mordor_region,MOR,owned
me_land_9876,land,me_umbar_region,UMB,owned
me_land_9877,land,me_belfalas_region,GON,owned
me_land_9878,land,me_brown_lands_region,WILD,wild_buffer
me_land_9879,land,me_mordor_region,MOR,owned
me_land_9880,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_9881,land,me_brown_lands_region,WILD,wild_buffer
me_land_9882,land,me_mirkwood_region,WOO,owned
me_land_9883,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_9884,land,me_angmar_region,WILD,wild_buffer
me_land_9885,land,me_rhun_region,RHU,owned
me_land_9886,land,me_lindon_region,LIN,owned
me_land_9887,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9888,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9889,land,me_khand_region,KHA,owned
me_land_9890,land,me_far_harad_region,HNE,owned
me_land_9891,land,me_angmar_region,WILD,wild_buffer
me_land_9892,land,me_dale_region,DAL,owned
me_land_9893,land,me_south_gondor_region,GON,owned
me_land_9894,land,me_khand_region,KHA,owned
me_land_9895,land,me_angmar_region,WILD,wild_buffer
me_land_9896,land,me_rhun_region,RHU,owned
me_land_9897,land,me_angmar_region,WILD,wild_buffer
me_land_9898,land,me_near_harad_region,HRA,owned
me_land_9899,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9900,land,me_mirkwood_region,DOL,owned
me_land_9901,land,me_near_harad_region,HNE,owned
me_land_9902,land,me_forochel_region,WILD,wild_buffer
me_land_9903,land,me_brown_lands_region,WILD,wild_buffer
me_land_9904,land,me_enedwaith_region,DUN,owned
me_land_9905,land,me_south_gondor_region,GON,owned
me_land_9906,land,me_near_harad_region,KHA,owned
me_land_9907,land,me_khand_region,KHA,owned
me_land_9908,land,me_far_harad_region,KHA,owned
me_land_9909,land,me_mirkwood_region,WOO,owned
me_land_9910,land,me_mordor_region,MOR,owned
me_land_9911,land,me_north_arnor_region,WILD,wild_buffer
me_land_9912,land,me_south_gondor_region,GON,owned
me_land_9913,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_9914,land,me_north_arnor_region,RAN,owned
me_land_9915,land,me_far_harad_region,HNE,owned
me_land_9916,land,me_khand_region,KHA,owned
me_land_9917,land,me_far_harad_region,HFA,owned
me_land_9918,land,me_anduin_vale_region,LOR,owned
me_land_9919,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9920,land,me_enedwaith_region,DUN,owned
me_land_9921,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9922,land,me_enedwaith_region,DUN,owned
me_land_9923,land,me_umbar_region,UMB,owned
me_land_9924,land,me_brown_lands_region,WILD,wild_buffer
me_land_9925,land,me_rohan_region,DUN,owned
me_land_9926,land,me_rohan_region,FAN,owned
me_land_9927,land,me_far_harad_region,KHA,owned
me_land_9928,land,me_anduin_vale_region,WILD,wild_buffer
me_land_9929,land,me_anduin_vale_region,WILD,wild_buffer
me_land_9930,land,me_mirkwood_region,WOO,owned
me_land_9931,land,me_forochel_region,WILD,wild_buffer
me_land_9932,land,me_mordor_region,MOR,owned
me_land_9933,land,me_forochel_region,WILD,wild_buffer
me_land_9934,land,me_belfalas_region,GON,owned
me_land_9935,land,me_khand_region,KHA,owned
me_land_9936,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9937,land,me_lindon_region,BLU,owned
me_land_9938,land,me_belfalas_region,GON,owned
me_land_9939,land,me_near_harad_region,HNE,owned
me_land_9940,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9941,land,me_rhun_region,RH3,owned
me_land_9942,land,me_angmar_region,WILD,wild_buffer
me_land_9943,land,me_lebennin_region,GON,owned
me_land_9944,land,me_rhun_region,RH2,owned
me_land_9945,land,me_dale_region,DAL,owned
me_land_9946,land,me_mordor_region,MOR,owned
me_land_9947,land,me_angmar_region,WILD,wild_buffer
me_land_9948,land,me_rhun_region,RHU,owned
me_land_9949,land,me_umbar_region,UMB,owned
me_land_9950,land,me_angmar_region,WILD,wild_buffer
me_land_9951,land,me_angmar_region,ANG,owned
me_land_9952,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9953,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_9954,land,me_rhun_region,RHU,owned
me_land_9955,land,me_rhun_region,RHU,owned
me_land_9956,land,me_near_harad_region,HRA,owned
me_land_9957,land,me_rhun_region,RH2,owned
me_land_9958,land,me_rhun_region,RH2,owned
me_land_9959,land,me_far_harad_region,KHA,owned
me_land_9960,land,me_grey_mountains_region,ERE,owned
me_land_9961,land,me_forochel_region,WILD,wild_buffer
me_land_9962,land,me_ithilien_region,MOR,owned
me_land_9963,land,me_lindon_region,LIN,owned
me_land_9964,land,me_shire_breeland_region,SHI,owned
me_land_9965,land,me_rhun_region,RH3,owned
me_land_9966,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9967,land,me_lindon_region,LIN,owned
me_land_9968,land,me_khand_region,KHA,owned
me_land_9969,land,me_rhun_region,RH3,owned
me_land_9970,land,me_ithilien_region,WILD,wild_ithilien
me_land_9971,land,me_umbar_region,UMB,owned
me_land_9972,land,me_rhun_region,RHU,owned
me_land_9973,land,me_south_gondor_region,GON,owned
me_land_9974,land,me_rhun_region,RHU,owned
me_land_9975,land,me_mirkwood_region,WOO,owned
me_land_9976,land,me_rhun_region,RH3,owned
me_land_9977,land,me_mirkwood_region,WDM,owned
me_land_9978,land,me_khand_region,KHA,owned
me_land_9979,land,me_khand_region,KHA,owned
me_land_9980,land,me_rohan_region,FAN,owned
me_land_9981,land,me_mordor_region,MOR,owned
me_land_9982,land,me_mordor_region,MOR,owned
me_land_9983,land,me_rhun_region,RHU,owned
me_land_9984,land,me_far_harad_region,HFA,owned
me_land_9985,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9986,land,me_khand_region,KHA,owned
me_land_9987,land,me_rhun_region,RHU,owned
me_land_9988,land,me_rhun_region,RH3,owned
me_land_9989,land,me_lindon_region,LIN,owned
me_land_9990,land,me_forochel_region,WILD,wild_buffer
me_land_9991,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9992,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_9993,land,me_ithilien_region,MOR,owned
me_land_9994,land,me_umbar_region,UMB,owned
me_land_9995,land,me_far_harad_region,HFA,owned
me_land_9996,land,me_brown_lands_region,WILD,wild_buffer
me_land_9997,land,me_near_harad_region,HNE,owned
me_land_9998,land,me_khand_region,KHA,owned
me_land_9999,land,me_rhun_region,RH2,owned
me_land_10000,land,me_angmar_region,GUN,owned
me_land_10001,land,me_forochel_region,WILD,wild_buffer
me_land_10002,land,me_near_harad_region,KHA,owned
me_land_10003,land,me_north_arnor_region,WILD,wild_buffer
me_land_10004,land,me_south_gondor_region,GON,owned
me_land_10005,land,me_far_harad_region,HNE,owned
me_land_10006,land,me_mordor_region,MOR,owned
me_land_10007,land,me_belfalas_region,DAM,owned
me_land_10008,land,me_angmar_region,WILD,wild_buffer
me_land_10009,land,me_rhun_region,RH2,owned
me_land_10010,land,me_rhun_region,RHU,owned
me_land_10011,land,me_dale_region,ESG,owned
me_land_10012,land,me_rhun_region,RHU,owned
me_land_10013,land,me_mordor_region,MOR,owned
me_land_10014,land,me_khand_region,KHA,owned
me_land_10015,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10016,land,me_lindon_region,BLU,owned
me_land_10017,land,me_ithilien_region,WILD,wild_ithilien
me_land_10018,land,me_north_arnor_region,WILD,wild_buffer
me_land_10019,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_10020,land,me_belfalas_region,DAM,owned
me_land_10021,land,me_forochel_region,LOS,owned
me_land_10022,land,me_mordor_region,MOR,owned
me_land_10023,land,me_khand_region,KHA,owned
me_land_10024,land,me_angmar_region,WILD,wild_buffer
me_land_10025,land,me_far_harad_region,HFA,owned
me_land_10026,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10027,land,me_rhun_region,RH2,owned
me_land_10028,land,me_mordor_region,MOR,owned
me_land_10029,land,me_belfalas_region,GON,owned
me_land_10030,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10031,land,me_mordor_region,MOR,owned
me_land_10032,land,me_khand_region,KHA,owned
me_land_10033,land,me_near_harad_region,HRA,owned
me_land_10034,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10035,land,me_rhun_region,RHU,owned
me_land_10036,land,me_rhun_region,RHU,owned
me_land_10037,land,me_belfalas_region,GON,owned
me_land_10038,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10039,land,me_rhun_region,RHU,owned
me_land_10040,land,me_shire_breeland_region,WILD,wild_buffer
me_land_10041,land,me_rhun_region,RH2,owned
me_land_10042,land,me_ithilien_region,MOR,owned
me_land_10043,land,me_mordor_region,MOR,owned
me_land_10044,land,me_mordor_region,MOR,owned
me_land_10045,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_10046,land,me_far_harad_region,HNE,owned
me_land_10047,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10048,land,me_lindon_region,LIN,owned
me_land_10049,land,me_mirkwood_region,WDM,owned
me_land_10050,land,me_far_harad_region,HFA,owned
me_land_10051,land,me_belfalas_region,GON,owned
me_land_10052,land,me_enedwaith_region,DUN,owned
me_land_10053,land,me_near_harad_region,KHA,owned
me_land_10054,land,me_rhun_region,RH2,owned
me_land_10055,land,me_brown_lands_region,WILD,wild_buffer
me_land_10056,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_10057,land,me_forochel_region,WILD,wild_buffer
me_land_10058,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10059,land,me_north_arnor_region,ANG,owned
me_land_10060,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10061,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10062,land,me_mordor_region,MOR,owned
me_land_10063,land,me_rhun_region,RHU,owned
me_land_10064,land,me_rhun_region,RH2,owned
me_land_10065,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10066,land,me_enedwaith_region,DUN,owned
me_land_10067,land,me_angmar_region,GUN,owned
me_land_10068,land,me_enedwaith_region,DUN,owned
me_land_10069,land,me_rhun_region,RH2,owned
me_land_10070,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10071,land,me_anduin_vale_region,LOR,owned
me_land_10072,land,me_near_harad_region,HNE,owned
me_land_10073,land,me_enedwaith_region,DUN,owned
me_land_10074,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10075,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_10076,land,me_anorien_region,DRU,owned
me_land_10077,land,me_lindon_region,LIN,owned
me_land_10078,land,me_south_gondor_region,GON,owned
me_land_10079,land,me_north_arnor_region,RIV,owned
me_land_10080,land,me_rhun_region,RH2,owned
me_land_10081,land,me_north_arnor_region,ANG,owned
me_land_10082,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10083,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10084,land,me_north_arnor_region,WILD,wild_buffer
me_land_10085,land,me_dale_region,DAL,owned
me_land_10086,land,me_mordor_region,MOR,owned
me_land_10087,land,me_brown_lands_region,WILD,wild_brown_lands
me_land_10088,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10089,land,me_ithilien_region,MOR,owned
me_land_10090,land,me_angmar_region,WILD,wild_buffer
me_land_10091,land,me_rhun_region,RHU,owned
me_land_10092,land,me_mordor_region,MOR,owned
me_land_10093,land,me_brown_lands_region,WILD,wild_buffer
me_land_10094,land,me_mordor_region,MOR,owned
me_land_10095,land,me_rhun_region,RH2,owned
me_land_10096,land,me_far_harad_region,KHA,owned
me_land_10097,land,me_far_harad_region,HFA,owned
me_land_10098,land,me_lindon_region,LIN,owned
me_land_10099,land,me_brown_lands_region,WILD,wild_buffer
me_land_10100,land,me_ithilien_region,MOR,owned
me_land_10101,land,me_near_harad_region,HNE,owned
me_land_10102,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10103,land,me_rhun_region,RH3,owned
me_land_10104,land,me_rhun_region,RHU,owned
me_land_10105,land,me_north_arnor_region,RAN,owned
me_land_10106,land,me_lindon_region,LIN,owned
me_land_10107,land,me_mordor_region,MOR,owned
me_land_10108,land,me_lebennin_region,GON,owned
me_land_10109,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10110,land,me_north_arnor_region,WILD,wild_buffer
me_land_10111,land,me_khand_region,KHA,owned
me_land_10112,land,me_lindon_region,LIN,owned
me_land_10113,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10114,land,me_far_harad_region,KHA,owned
me_land_10115,land,me_mordor_region,MOR,owned
me_land_10116,land,me_north_arnor_region,WILD,wild_buffer
me_land_10117,land,me_mordor_region,MOR,owned
me_land_10118,land,me_angmar_region,GUN,owned
me_land_10119,land,me_shire_breeland_region,SHI,owned
me_land_10120,land,me_far_harad_region,HNE,owned
me_land_10121,land,me_north_arnor_region,RAN,owned
me_land_10122,land,me_far_harad_region,HFA,owned
me_land_10123,land,me_near_harad_region,UMB,owned
me_land_10124,land,me_mordor_region,MOR,owned
me_land_10125,land,me_khand_region,KHA,owned
me_land_10126,land,me_brown_lands_region,WILD,wild_buffer
me_land_10127,land,me_anduin_vale_region,WILD,wild_buffer
me_land_10128,land,me_far_harad_region,KHA,owned
me_land_10129,land,me_rhun_region,RHU,owned
me_land_10130,land,me_far_harad_region,KHA,owned
me_land_10131,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10132,land,me_belfalas_region,DAM,owned
me_land_10133,land,me_ithilien_region,WILD,wild_ithilien
me_land_10134,land,me_khand_region,KHA,owned
me_land_10135,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_10136,land,me_khand_region,KHA,owned
me_land_10137,land,me_enedwaith_region,DUN,owned
me_land_10138,land,me_rhun_region,RHU,owned
me_land_10139,land,me_mordor_region,MOR,owned
me_land_10140,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10141,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_10142,land,me_belfalas_region,GON,owned
me_land_10143,land,me_north_arnor_region,WILD,wild_buffer
me_land_10144,land,me_ithilien_region,WILD,wild_ithilien
me_land_10145,land,me_rohan_region,ROH,owned
me_land_10146,land,me_far_harad_region,HFA,owned
me_land_10147,land,me_far_harad_region,HFA,owned
me_land_10148,land,me_umbar_region,UMB,owned
me_land_10149,land,me_rhun_region,RHU,owned
me_land_10150,land,me_rhun_region,RHU,owned
me_land_10151,land,me_anorien_region,DRU,owned
me_land_10152,land,me_mordor_region,MOR,owned
me_land_10153,land,me_mordor_region,MOR,owned
me_land_10154,land,me_near_harad_region,HNE,owned
me_land_10155,land,me_mirkwood_region,WOO,owned
me_land_10156,land,me_mordor_region,MOR,owned
me_land_10157,land,me_rhun_region,RHU,owned
me_land_10158,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10159,land,me_rhun_region,RH3,owned
me_land_10160,land,me_far_harad_region,HFA,owned
me_land_10161,land,me_rhun_region,DOR,owned
me_land_10162,land,me_mordor_region,MOR,owned
me_land_10163,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_10164,land,me_near_harad_region,HNE,owned
me_land_10165,land,me_rhun_region,RH2,owned
me_land_10166,land,me_brown_lands_region,WILD,wild_buffer
me_land_10167,land,me_rhun_region,RHU,owned
me_land_10168,land,me_khand_region,KHA,owned
me_land_10169,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10170,land,me_enedwaith_region,DUN,owned
me_land_10171,land,me_dale_region,ESG,owned
me_land_10172,land,me_rhun_region,RH3,owned
me_land_10173,land,me_belfalas_region,GON,owned
me_land_10174,land,me_rohan_region,ROH,owned
me_land_10175,land,me_rhun_region,RH2,owned
me_land_10176,land,me_mordor_region,MOR,owned
me_land_10177,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10178,land,me_north_arnor_region,WILD,wild_buffer
me_land_10179,land,me_anduin_vale_region,WILD,wild_buffer
me_land_10180,land,me_far_harad_region,KHA,owned
me_land_10181,land,me_south_gondor_region,GON,owned
me_land_10182,land,me_north_arnor_region,RAN,owned
me_land_10183,land,me_umbar_region,UMB,owned
me_land_10184,land,me_rhun_region,RH2,owned
me_land_10185,land,me_far_harad_region,KHA,owned
me_land_10186,land,me_brown_lands_region,WILD,wild_buffer
me_land_10187,land,me_rhun_region,RHU,owned
me_land_10188,land,me_south_gondor_region,GON,owned
me_land_10189,land,me_near_harad_region,HNE,owned
me_land_10190,land,me_far_harad_region,KHA,owned
me_land_10191,land,me_rhun_region,RHU,owned
me_land_10192,land,me_rhun_region,RH3,owned
me_land_10193,land,me_belfalas_region,GON,owned
me_land_10194,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10195,land,me_belfalas_region,GON,owned
me_land_10196,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10197,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10198,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10199,land,me_forochel_region,WILD,wild_buffer
me_land_10200,land,me_rohan_region,ROH,owned
me_land_10201,land,me_forochel_region,WILD,wild_buffer
me_land_10202,land,me_mordor_region,MOR,owned
me_land_10203,land,me_rohan_region,ROH,owned
me_land_10204,land,me_far_harad_region,KHA,owned
me_land_10205,land,me_far_harad_region,HFA,owned
me_land_10206,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10207,land,me_forochel_region,LOS,owned
me_land_10208,land,me_near_harad_region,UMB,owned
me_land_10209,land,me_umbar_region,UMB,owned
me_land_10210,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_10211,land,me_brown_lands_region,WILD,wild_buffer
me_land_10212,land,me_rhun_region,DOR,owned
me_land_10213,land,me_enedwaith_region,DUN,owned
me_land_10214,land,me_rhun_region,RHU,owned
me_land_10215,land,me_mordor_region,MOR,owned
me_land_10216,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10217,land,me_rhun_region,RH2,owned
me_land_10218,land,me_far_harad_region,KHA,owned
me_land_10219,land,me_anduin_vale_region,GOB,owned
me_land_10220,land,me_brown_lands_region,WILD,wild_buffer
me_land_10221,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_10222,land,me_khand_region,KHA,owned
me_land_10223,land,me_mordor_region,MOR,owned
me_land_10224,land,me_umbar_region,UMB,owned
me_land_10225,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_10226,land,me_mordor_region,MOR,owned
me_land_10227,land,me_mordor_region,MOR,owned
