location,name,kind,region,realm,rank,source
me_land_4929,Bar falaslad,land,me_south_gondor_region,GON,place,† M3 regional lexicon
me_land_4930,Sharun of Balach,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_4931,Calen falaslad,land,me_belfalas_region,DAM,place,† M3 regional lexicon
me_land_4932,Umrim Oasis,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_4933,Celon falaslad,land,me_lebennin_region,GON,place,† M3 regional lexicon
me_land_4934,Varkash Ford,land,me_far_harad_region,KHA,place,† M3 regional lexicon
me_land_4935,Ghashgash Den,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_4936,Haydelving,land,me_shire_breeland_region,SHI,place,† M3 regional lexicon
me_land_4937,Uldun of Balach,land,me_rhun_region,RH3,place,† M3 regional lexicon
me_land_4938,Zarim Oasis,land,me_far_harad_region,HRA,place,† M3 regional lexicon
me_land_4939,Gorgash Den,land,me_angmar_region,GUN,place,† M3 regional lexicon
me_land_4940,Zandash Ford,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_4941,Grishgash Den,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_4942,Wainun of Balach,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_4943,Greybank Fold,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_4944,Longbank Fold,land,me_shire_breeland_region,BRE,place,† M3 regional lexicon
me_land_4945,Nim falaslad,land,me_lebennin_region,GON,place,† M3 regional lexicon
me_land_4946,Northbank Fold,land,me_anduin_vale_region,WILD,wilderness,† M3 regional lexicon
me_land_4947,Withered Heath,land,me_northern_wastes_region,WILD,ruin,"The Hobbit, Ch. 1; LOTR map"
me_land_4948,Azrir Oasis,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_4949,Oakbank Fold,land,me_shire_breeland_region,BRE,place,† M3 regional lexicon
me_land_4950,Amon galenlad,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_4951,Snowmere Waste,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_4952,Krimpgash Den,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_4953,Khazinbar,land,me_lindon_region,BLU,place,† M3 regional lexicon
me_land_4954,Zorun of Balach,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_4955,Balur of Balach,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_4956,Southbank Fold,land,me_shire_breeland_region,BRE,place,† M3 regional lexicon
me_land_4957,Stonebank Fold,land,me_rohan_region,DUN,place,† M3 regional lexicon
me_land_4958,Borur of Balach,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_4959,Luggash Den,land,me_ithilien_region,MOR,place,† M3 regional lexicon
me_land_4960,Mauhgash Den,land,me_brown_lands_region,DOL,place,† M3 regional lexicon
me_land_4961,Bahrir Oasis,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_4962,Valemead,land,me_anduin_vale_region,BEO,place,† M3 regional lexicon
me_land_4963,Starmere Waste,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_4964,Pinnath Gelin,land,me_belfalas_region,GON,landmark,"LOTR, Book V, Ch. 1"
me_land_4965,Bowstrand,land,me_rhun_region,DOR,place,† M3 regional lexicon
me_land_4966,Gathur of Balach,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_4967,Dol galenlad,land,me_south_gondor_region,GON,place,† M3 regional lexicon
me_land_4968,Westbank Fold,land,me_shire_breeland_region,BRE,place,† M3 regional lexicon
me_land_4969,Whitemere Waste,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_4970,Muzggash Den,land,me_north_arnor_region,ANG,place,† M3 regional lexicon
me_land_4971,Karmur of Balach,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_4972,Nazggash Den,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_4973,Arzek Ford,land,me_near_harad_region,KHA,place,† M3 regional lexicon
me_land_4974,Eithel galenlad,land,me_mirkwood_region,WOO,place,† M3 regional lexicon
me_land_4975,Skaigash Den,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_4976,Emyn galenlad,land,me_belfalas_region,GON,place,† M3 regional lexicon
me_land_4977,Uglgash Den,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_4978,Celduinstrand,land,me_rhun_region,DOR,place,† M3 regional lexicon
me_land_4979,Khurur of Balach,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_4980,Urukgash Den,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_4981,Lodur of Balach,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_4982,Alderbourne Fold,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_4983,Balkek Ford,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_4984,Wintermere Waste,land,me_forochel_region,LOS,place,† M3 regional lexicon
me_land_4985,Hazeldelving,land,me_shire_breeland_region,SHI,place,† M3 regional lexicon
me_land_4986,Narur of Balach,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_4987,Darir Oasis,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_4988,Beorstede,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_4989,Drazek Ford,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_4990,Rhovur of Balach,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_4991,Ashglob Den,land,me_anduin_vale_region,GOB,place,† M3 regional lexicon
me_land_4992,Azgglob Den,land,me_brown_lands_region,DOL,place,† M3 regional lexicon
me_land_4993,Dalestrand,land,me_dale_region,DAL,place,† M3 regional lexicon
me_land_4994,Blackglob Den,land,me_ithilien_region,MOR,place,† M3 regional lexicon
me_land_4995,Ashbourne Fold,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_4996,Sagur of Balach,land,me_rhun_region,RH3,place,† M3 regional lexicon
me_land_4997,Imlad galenlad,land,me_ithilien_region,WILD,wilderness,† M3 regional lexicon
me_land_4998,Minas galenlad,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_4999,Coldpoint Waste,land,me_forochel_region,LOS,place,† M3 regional lexicon
me_land_5000,Ost galenlad,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_5001,Gharek Ford,land,me_far_harad_region,KHA,place,† M3 regional lexicon
me_land_5002,Farir Oasis,land,me_far_harad_region,HFA,place,† M3 regional lexicon
me_land_5003,Burzglob Den,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_5004,Barrowbourne Fold,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_5005,Dushglob Den,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_5006,Beaconbourne Fold,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_5007,Ghashglob Den,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_5008,Hadrir Oasis,land,me_far_harad_region,HFA,place,† M3 regional lexicon
me_land_5009,Lossarnach,land,me_anorien_region,GON,landmark,"LOTR, Book V, Ch. 1"
me_land_5010,Taur galenlad,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_5011,Gorglob Den,land,me_angmar_region,GUN,place,† M3 regional lexicon
me_land_5012,Sharur of Balach,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_5013,Kandek Ford,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_5014,Blackbourne Fold,land,me_mirkwood_region,WDM,place,† M3 regional lexicon
me_land_5015,Khazek Ford,land,me_far_harad_region,KHA,place,† M3 regional lexicon
me_land_5016,Grishglob Den,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_5017,Driftpoint Waste,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_5018,Krimpglob Den,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_5019,Lugglob Den,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_5020,Mauhglob Den,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_5021,Muzgglob Den,land,me_ithilien_region,MOR,place,† M3 regional lexicon
me_land_5022,Bar galenlad,land,me_ithilien_region,WILD,wilderness,† M3 regional lexicon
me_land_5023,Nazgglob Den,land,me_mirkwood_region,DOL,place,† M3 regional lexicon
me_land_5024,Skaiglob Den,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_5025,Frostpoint Waste,land,me_forochel_region,LOS,place,† M3 regional lexicon
me_land_5026,Calen galenlad,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_5027,Uldur of Balach,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_5028,Wainur of Balach,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_5029,Icepoint Waste,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_5030,Celon galenlad,land,me_lebennin_region,GON,place,† M3 regional lexicon
me_land_5031,Uglglob Den,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_5032,Urukglob Den,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_5033,Eaststrand,land,me_rhun_region,DOR,place,† M3 regional lexicon
me_land_5034,Bramblebourne Fold,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_5035,Nim galenlad,land,me_south_gondor_region,GON,place,† M3 regional lexicon
me_land_5036,Bregostede,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_5037,Ashgrat Den,land,me_mirkwood_region,DOL,place,† M3 regional lexicon
me_land_5038,Ceorlstede,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_5039,Khorek Ford,land,me_far_harad_region,KHA,place,† M3 regional lexicon
me_land_5040,Northpoint Waste,land,me_forochel_region,LOS,place,† M3 regional lexicon
me_land_5041,Hollydelving,land,me_shire_breeland_region,SHI,place,† M3 regional lexicon
me_land_5042,Bucklandbourne Fold,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_5043,Zorur of Balach,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_5044,Balach Camp of Balach,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_5045,Amon gondlad,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_5046,Ruzek Ford,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_5047,Azggrat Den,land,me_angmar_region,GUN,place,† M3 regional lexicon
me_land_5048,Cedarbourne Fold,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_5049,Blackgrat Den,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_5050,Palepoint Waste,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_5051,Dol gondlad,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_5052,Esgarstrand,land,me_rhun_region,DOR,place,† M3 regional lexicon
me_land_5053,Deepbourne Fold,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_5054,Eithel gondlad,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_5055,Déorstede,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_5056,Borach Camp of Balach,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_5057,Skarnek Ford,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_5058,Gathach Camp of Balach,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_5059,Kharir Oasis,land,me_near_harad_region,UMB,place,† M3 regional lexicon
me_land_5060,Karmach Camp of Balach,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_5061,Sealpoint Waste,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_5062,Khurach Camp of Balach,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_5063,Emyn gondlad,land,me_belfalas_region,GON,place,† M3 regional lexicon
me_land_5064,Mahrir Oasis,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_5065,Eastbourne Fold,land,me_anduin_vale_region,WDM,place,† M3 regional lexicon
me_land_5066,Imlad gondlad,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_5067,Minas gondlad,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_5068,Targek Ford,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_5069,Burzgrat Den,land,me_angmar_region,ANG,place,† M3 regional lexicon
me_land_5070,Merrydelving,land,me_shire_breeland_region,WILD,wilderness,† M3 regional lexicon
me_land_5071,Kheledinbar,land,me_grey_mountains_region,ERE,place,† M3 regional lexicon
me_land_5072,Lodach Camp of Balach,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_5073,Ost gondlad,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_5074,Dushgrat Den,land,me_ithilien_region,MOR,place,† M3 regional lexicon
me_land_5075,Snowpoint Waste,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_5076,Narir Oasis,land,me_far_harad_region,HFA,place,† M3 regional lexicon
me_land_5077,Narach Camp of Balach,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_5078,Ghashgrat Den,land,me_north_arnor_region,ANG,place,† M3 regional lexicon
me_land_5079,Taur gondlad,land,me_mirkwood_region,WOO,place,† M3 regional lexicon
me_land_5080,Gorgrat Den,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_5081,Bar gondlad,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_5082,Greenbourne Fold,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_5083,Qasir Oasis,land,me_far_harad_region,HFA,place,† M3 regional lexicon
me_land_5084,Varkek Ford,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_5085,Methedras,land,me_enedwaith_region,ISE,landmark,"LOTR, Book III, Ch. 9"
me_land_5086,Grishgrat Den,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_5087,Rhovach Camp of Balach,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_5088,Greybourne Fold,land,me_anduin_vale_region,WILD,wilderness,† M3 regional lexicon
me_land_5089,Mossdelving,land,me_shire_breeland_region,WILD,wilderness,† M3 regional lexicon
me_land_5090,Zandek Ford,land,me_far_harad_region,KHA,place,† M3 regional lexicon
me_land_5091,Starpoint Waste,land,me_forochel_region,LOS,place,† M3 regional lexicon
me_land_5092,Calen gondlad,land,me_belfalas_region,DAM,place,† M3 regional lexicon
me_land_5093,Longbourne Fold,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_5094,Northbourne Fold,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_5095,Kingstrand,land,me_rhun_region,DOR,place,† M3 regional lexicon
me_land_5096,Celon gondlad,land,me_lebennin_region,GON,place,† M3 regional lexicon
me_land_5097,Nim gondlad,land,me_mirkwood_region,WOO,place,† M3 regional lexicon
me_land_5098,Krimpgrat Den,land,me_mirkwood_region,DOL,place,† M3 regional lexicon
me_land_5099,Arzesh Ford,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_5100,Luggrat Den,land,me_ithilien_region,MOR,place,† M3 regional lexicon
me_land_5101,Sagach Camp of Balach,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_5102,Mauhgrat Den,land,me_anduin_vale_region,MOA,place,† M3 regional lexicon
me_land_5103,Whitepoint Waste,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_5104,Sharach Camp of Balach,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_5105,Oakdeep,land,me_rohan_region,FAN,place,† M3 regional lexicon
me_land_5106,Oakbourne Fold,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_5107,Uldach Camp of Balach,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_5108,Wainach Camp of Balach,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_5109,Southbourne Fold,land,me_mirkwood_region,WDM,place,† M3 regional lexicon
me_land_5110,Amon lothlad,land,me_belfalas_region,GON,place,† M3 regional lexicon
me_land_5111,Nutdelving,land,me_shire_breeland_region,WILD,wilderness,† M3 regional lexicon
me_land_5112,Balkesh Ford,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_5113,Narginbar,land,me_grey_mountains_region,ERE,place,† M3 regional lexicon
me_land_5114,Dol lothlad,land,me_ithilien_region,WILD,wilderness,† M3 regional lexicon
me_land_5115,Rakhir Oasis,land,me_near_harad_region,HNE,place,† M3 regional lexicon
me_land_5116,Eithel lothlad,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_5117,Zorach Camp of Balach,land,me_rhun_region,RH3,place,† M3 regional lexicon
me_land_5118,Emyn lothlad,land,me_belfalas_region,DAM,place,† M3 regional lexicon
me_land_5119,Eorlstede,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_5120,Folcstede,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_5121,Muzggrat Den,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_5122,Woodmen's Hall,land,me_mirkwood_region,WDM,town,† ENDORE plan 8.1; political seat invented for the Woodmen
me_land_5123,Imlad lothlad,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_5124,Stonebourne Fold,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_5125,Winterpoint Waste,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_5126,Balad Camp of Balach,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_5127,Sahrir Oasis,land,me_near_harad_region,UMB,place,† M3 regional lexicon
me_land_5128,Minas lothlad,land,me_lebennin_region,GON,place,† M3 regional lexicon
me_land_5129,Ost lothlad,land,me_south_gondor_region,GON,place,† M3 regional lexicon
me_land_5130,Tazir Oasis,land,me_near_harad_region,HNE,place,† M3 regional lexicon
me_land_5131,Coldshore Waste,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_5132,Borad Camp of Balach,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_5133,Rowandeep,land,me_anduin_vale_region,FAN,place,† M3 regional lexicon
me_land_5134,Driftshore Waste,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_5135,Nazggrat Den,land,me_north_arnor_region,ANG,place,† M3 regional lexicon
me_land_5136,Frostshore Waste,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_5137,Gathad Camp of Balach,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_5138,Taur lothlad,land,me_lebennin_region,GON,place,† M3 regional lexicon
me_land_5139,Bar lothlad,land,me_south_gondor_region,GON,place,† M3 regional lexicon
me_land_5140,Iceshore Waste,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_5141,Umrir Oasis,land,me_near_harad_region,HNE,place,† M3 regional lexicon
me_land_5142,Calen lothlad,land,me_belfalas_region,GON,place,† M3 regional lexicon
me_land_5143,Rootdeep,land,me_rohan_region,FAN,place,† M3 regional lexicon
me_land_5144,Drazesh Ford,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_5145,Skaigrat Den,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_5146,Celon lothlad,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_5147,Nim lothlad,land,me_anorien_region,GON,place,† M3 regional lexicon
me_land_5148,Karmad Camp of Balach,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_5149,Khurad Camp of Balach,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_5150,Westbourne Fold,land,me_anduin_vale_region,WDM,place,† M3 regional lexicon
me_land_5151,Uglgrat Den,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_5152,Framstede,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_5153,Alderbridge Fold,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_5154,Northshore Waste,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_5155,Lodad Camp of Balach,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_5156,Urukgrat Den,land,me_north_arnor_region,ANG,place,† M3 regional lexicon
me_land_5157,Amon mornlad,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_5158,Dol mornlad,land,me_south_gondor_region,GON,place,† M3 regional lexicon
me_mountain_0001,Coldbay Heights,mountain,me_forochel_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0002,Driftbay Heights,mountain,me_forochel_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0003,Frostbay Heights,mountain,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0004,Icebay Heights,mountain,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0005,Northbay Heights,mountain,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0006,Palebay Heights,mountain,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0007,Sealbay Heights,mountain,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0008,Snowbay Heights,mountain,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0009,Starbay Heights,mountain,me_forochel_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0010,Whitebay Heights,mountain,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0011,Winterbay Heights,mountain,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0012,Coldcamp Heights,mountain,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0013,Driftcamp Heights,mountain,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0014,Frostcamp Heights,mountain,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0015,Icecamp Heights,mountain,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0016,Northcamp Heights,mountain,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0017,Palecamp Heights,mountain,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0018,Sealcamp Heights,mountain,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0019,Snowcamp Heights,mountain,me_forochel_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0020,Starcamp Heights,mountain,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0021,Whitecamp Heights,mountain,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0022,Wintercamp Heights,mountain,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0023,Coldfell Heights,mountain,me_forochel_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0024,Driftfell Heights,mountain,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0025,Frostfell Heights,mountain,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0026,Icefell Heights,mountain,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0027,Northfell Heights,mountain,me_forochel_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0028,Palefell Heights,mountain,me_forochel_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0029,Ered Amon adarath,mountain,me_lindon_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0030,Ered Dol adarath,mountain,me_lindon_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0031,Azanabad Heights,mountain,me_grey_mountains_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0032,Amberbank Heights,mountain,me_dale_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0033,Ered Eithel adarath,mountain,me_lindon_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0034,Ered Emyn adarath,mountain,me_lindon_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0035,Ered Imlad adarath,mountain,me_lindon_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0036,Ered Minas adarath,mountain,me_lindon_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0037,Ered Ost adarath,mountain,me_lindon_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0038,Alderbank Heights,mountain,me_anduin_vale_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0039,Ered Taur adarath,mountain,me_lindon_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0040,Ered Bar adarath,mountain,me_lindon_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0041,Ered Calen adarath,mountain,me_lindon_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0042,Ered Celon adarath,mountain,me_lindon_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0043,Ered Nim adarath,mountain,me_lindon_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0044,Ered Amon aelath,mountain,me_lindon_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0045,Ashbank Heights,mountain,me_mirkwood_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0046,Barrowbank Heights,mountain,me_anduin_vale_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0047,Beaconbank Heights,mountain,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0048,Blackbank Heights,mountain,me_anduin_vale_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0049,Bramblebank Heights,mountain,me_anduin_vale_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0050,Aldberg Heights,mountain,me_rohan_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0051,Ered Dol aelath,mountain,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0052,Ered Eithel aelath,mountain,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0053,Balach Heights,mountain,me_rhun_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0054,Ered Emyn aelath,mountain,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0055,Borach Heights,mountain,me_rhun_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0056,Beorberg Heights,mountain,me_rohan_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0057,Gathach Heights,mountain,me_rhun_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0058,Ered Imlad aelath,mountain,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0059,Bregoberg Heights,mountain,me_rohan_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0060,Ceorlberg Heights,mountain,me_rohan_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0061,Déorberg Heights,mountain,me_rohan_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0062,Eorlberg Heights,mountain,me_rohan_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0063,Folcberg Heights,mountain,me_rohan_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0064,Framberg Heights,mountain,me_rohan_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0065,Ered Minas aelath,mountain,me_belfalas_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0066,Ered Ost aelath,mountain,me_ithilien_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0067,Ered Taur aelath,mountain,me_ithilien_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0068,Ered Bar aelath,mountain,me_ithilien_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0069,Ered Calen aelath,mountain,me_ithilien_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0070,Ered Celon aelath,mountain,me_ithilien_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0071,Ered Nim aelath,mountain,me_south_gondor_region,WILD,wilderness,† M3 regional lexicon
me_mountain_0072,Ered Amon annonath,mountain,me_south_gondor_region,WILD,wilderness,† M3 regional lexicon
