location,name,region,realm,rank,population_k,culture,faith,minorities,raw_material,engine_rank,abi_cultures
me_land_4033,Paleshore Sound,me_northern_wastes_region,WILD,wilderness,0.006,me_lossoth,me_lossoth_ways,,wild_game,rural_settlement,
me_land_4034,Eaststead End,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,clay,rural_settlement,
me_land_4035,Sealshore Sound,me_northern_wastes_region,WILD,wilderness,0.011,me_lossoth,me_lossoth_ways,,clay,rural_settlement,
me_land_4036,Mauhdûr Cleft,me_angmar_region,WILD,wilderness,0.006,me_northern_orc,me_melkorism,,fish,rural_settlement,
me_land_4037,Greenstead End,me_enedwaith_region,DUN,place,4.105,me_dunlending,me_dunland_ways,,wheat,rural_settlement,haliti_culture
me_land_4038,Greystead End,me_mirkwood_region,WDM,place,1.26,me_woodman,me_northern_ways,,medicaments,rural_settlement,
me_land_4039,Aldseld,me_rohan_region,ROH,place,2.518,me_rohirric,me_northern_ways,,clay,rural_settlement,nomatsigenga_culture
me_land_4040,Muzgdûr Cleft,me_angmar_region,WILD,wilderness,0.006,me_northern_orc,me_melkorism,,fish,rural_settlement,
me_land_4041,Nazgdûr Cleft,me_mordor_region,MOR,place,4.826,me_mordor_orc,me_sauron_cult,,iron,rural_settlement,deori_culture
me_land_4042,Dol lothion,me_north_arnor_region,RAN,place,0.168,me_arnor_dunedain,me_valar_worship,,clay,rural_settlement,
me_land_4043,Longstead End,me_anduin_vale_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,livestock,rural_settlement,
me_land_4044,Targek Camp,me_khand_region,KHA,place,2.173,me_variag,me_melkorism,,wheat,rural_settlement,sangirese_culture
me_land_4045,Eithel lothion,me_brown_lands_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,wool,rural_settlement,
me_land_4046,Emyn lothion,me_lindon_region,LIN,place,0.096,me_sindar,me_valar_worship,,livestock,rural_settlement,
me_land_4047,Sagach Steppe,me_rhun_region,RHU,place,3.121,me_balchoth,me_sauron_cult,,horses,rural_settlement,mandinka
me_land_4048,Sharach Steppe,me_rhun_region,WILD,wilderness,0.01,me_balchoth,me_melkorism,,wool,rural_settlement,
me_land_4049,Sahrun Oasis,me_near_harad_region,HRA,place,3.613,me_near_haradrim,me_southron_ways,,wool,rural_settlement,huastec_culture
me_land_4050,Honeymead,me_mirkwood_region,BEO,place,0.163,me_beorning,me_northern_ways,,wild_game,rural_settlement,
me_land_4051,Snowshore Sound,me_northern_wastes_region,WILD,wilderness,0.011,me_lossoth,me_lossoth_ways,,livestock,rural_settlement,
me_land_4052,Tazun Oasis,me_far_harad_region,HFA,place,3.575,me_far_haradrim,me_southron_ways,,salt,rural_settlement,khon_muang_culture
me_land_4053,Imlad lothion,me_south_gondor_region,GON,place,0.79,me_gondorian,me_valar_worship,,salt,rural_settlement,
me_land_4054,Minas lothion,me_belfalas_region,GON,place,3.58,me_gondorian,me_valar_worship,,clay,rural_settlement,kabiye
me_land_4055,Umrun Oasis,me_near_harad_region,HNE,place,1.99,me_near_haradrim,me_southron_ways,,livestock,rural_settlement,tamauliteco_culture
me_land_4056,Uldach Steppe,me_rhun_region,WILD,wilderness,0.011,me_balchoth,me_melkorism,,livestock,rural_settlement,
me_land_4057,Mosscroft,me_shire_breeland_region,SHI,place,2.869,me_shire_hobbit,me_northern_ways,,wheat,rural_settlement,miwok_culture
me_land_4058,Northstead End,me_mirkwood_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,horses,rural_settlement,
me_land_4059,Oakstead End,me_mirkwood_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,livestock,rural_settlement,
me_land_4060,Varkek Camp,me_khand_region,KHA,place,2.173,me_variag,me_melkorism,,wheat,rural_settlement,sandawe_culture
me_land_4061,Beechbough,me_anduin_vale_region,FAN,place,0.013,me_onodrim,me_eldest_ways,,wild_game,rural_settlement,
me_land_4062,Wainach Steppe,me_rhun_region,RHU,place,3.121,me_balchoth,me_sauron_cult,,wool,rural_settlement,mandean_culture
me_land_4063,Skaidûr Cleft,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,wheat,rural_settlement,
me_land_4064,Southstead End,me_anduin_vale_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,clay,rural_settlement,
me_land_4065,Ugldûr Cleft,me_angmar_region,WILD,wilderness,0.006,me_northern_orc,me_melkorism,,wild_game,rural_settlement,
me_land_4066,Ost lothion,me_ithilien_region,WILD,wilderness,0.006,me_gondorian,me_valar_worship,,stone,rural_settlement,
me_land_4067,Taur lothion,me_anduin_vale_region,LOR,place,0.918,me_galadhrim,me_valar_worship,,wild_game,rural_settlement,
me_land_4068,Urukdûr Cleft,me_mordor_region,MOR,place,1.416,me_mordor_orc,me_sauron_cult,,livestock,rural_settlement,
me_land_4069,Beorseld,me_rohan_region,ROH,place,2.518,me_rohirric,me_northern_ways,,livestock,rural_settlement,nogai
me_land_4070,Ashfang Cleft,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,iron,rural_settlement,
me_land_4071,Zorach Steppe,me_rhun_region,WILD,wilderness,0.01,me_balchoth,me_melkorism,,livestock,rural_settlement,
me_land_4072,Ravenmark,me_rhun_region,DOR,place,1.559,me_dorwinrim,me_northern_ways,,horses,rural_settlement,xoco_culture
me_land_4073,Redmark,me_rhun_region,DOR,place,1.559,me_dorwinrim,me_northern_ways,,livestock,rural_settlement,xllang_culture
me_land_4074,Bar lothion,me_belfalas_region,DAM,place,2.342,me_dol_amrothian,me_valar_worship,,livestock,rural_settlement,pochegor_culture
me_land_4075,Balad Steppe,me_rhun_region,RH2,place,3.38,me_karmachi,me_melkorism,,livestock,rural_settlement,kuuku_yau_culture
me_land_4076,Calen lothion,me_lindon_region,LIN,place,0.096,me_sindar,me_valar_worship,,clay,rural_settlement,
me_land_4077,Celon lothion,me_north_arnor_region,RAN,place,0.168,me_arnor_dunedain,me_valar_worship,,clay,rural_settlement,
me_land_4078,Stonestead End,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,medicaments,rural_settlement,
me_land_4079,Oakmead,me_anduin_vale_region,BEO,place,0.297,me_beorning,me_northern_ways,,clay,rural_settlement,
me_land_4080,Zandek Camp,me_khand_region,KHA,place,0.657,me_variag,me_melkorism,,livestock,rural_settlement,
me_land_4081,Bregoseld,me_rohan_region,ROH,place,2.518,me_rohirric,me_northern_ways,,horses,rural_settlement,nlakapamuk_culture
me_land_4082,Zarun Oasis,me_near_harad_region,UMB,place,1.694,me_umbarite,me_sauron_cult,,wool,rural_settlement,tumbuka_culture
me_land_4083,Borad Steppe,me_rhun_region,WILD,wilderness,0.01,me_balchoth,me_melkorism,,horses,rural_settlement,
me_land_4084,Weststead End,me_anduin_vale_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,wheat,rural_settlement,
me_land_4085,Nim lothion,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,livestock,rural_settlement,
me_land_4086,Amon mornion,me_belfalas_region,DAM,place,2.342,me_dol_amrothian,me_valar_worship,,clay,rural_settlement,pitlaxa_culture
me_land_4087,Gathad Steppe,me_rhun_region,RH2,place,3.38,me_karmachi,me_melkorism,,livestock,rural_settlement,kuthant_culture
me_land_4088,Ceorlseld,me_rohan_region,ROH,place,2.518,me_rohirric,me_northern_ways,,clay,rural_settlement,nivkh_culture
me_land_4089,Azrur Oasis,me_near_harad_region,WILD,wilderness,0.006,me_near_haradrim,me_southron_ways,,salt,rural_settlement,
me_land_4090,Westmark,me_dale_region,ESG,place,1.612,me_dalish,me_northern_ways,,clay,rural_settlement,worimi_culture
me_land_4091,Alderwater End,me_enedwaith_region,WILD,wilderness,0.013,me_dunlending,me_dunland_ways,,clay,rural_settlement,
me_land_4092,Nutcroft,me_shire_breeland_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,wheat,rural_settlement,
me_land_4093,Ashwater End,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,wheat,rural_settlement,
me_land_4094,Dol mornion,me_belfalas_region,GON,place,3.58,me_gondorian,me_valar_worship,,livestock,rural_settlement,kaapor_culture
me_land_4095,Karmad Steppe,me_rhun_region,RH2,place,3.38,me_karmachi,me_melkorism,,wheat,rural_settlement,kutai_culture
me_land_4096,Eithel mornion,me_lindon_region,LIN,place,0.096,me_sindar,me_valar_worship,,wool,rural_settlement,
me_land_4097,Bahrur Oasis,me_near_harad_region,UMB,place,1.694,me_umbarite,me_sauron_cult,,horses,rural_settlement,tumbalala_culture
me_land_4098,Birchbough,me_rohan_region,FAN,place,0.016,me_onodrim,me_eldest_ways,,wool,rural_settlement,
me_land_4099,Darur Oasis,me_near_harad_region,WILD,wilderness,0.01,me_near_haradrim,me_southron_ways,,wheat,rural_settlement,
me_land_4100,Khurad Steppe,me_rhun_region,WILD,wilderness,0.011,me_balchoth,me_melkorism,,wool,rural_settlement,
me_land_4101,Barrowwater End,me_enedwaith_region,WILD,wilderness,0.013,me_dunlending,me_dunland_ways,,wool,rural_settlement,
me_land_4102,Arzesh Camp,me_khand_region,WILD,wilderness,0.006,me_variag,me_melkorism,,livestock,rural_settlement,
me_land_4103,Emyn mornion,me_ithilien_region,WILD,wilderness,0.014,me_gondorian,me_valar_worship,,wool,rural_settlement,
me_land_4104,Balkesh Camp,me_khand_region,WILD,wilderness,0.01,me_variag,me_melkorism,,wool,rural_settlement,
me_land_4105,Amberness,me_rhun_region,DOR,place,1.559,me_dorwinrim,me_northern_ways,,wool,rural_settlement,xixime_culture
me_land_4106,Bardness,me_rhun_region,DOR,place,1.559,me_dorwinrim,me_northern_ways,,horses,rural_settlement,xinxiang_culture
me_land_4107,Beaconwater End,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,livestock,rural_settlement,
me_land_4108,Azgfang Cleft,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,livestock,rural_settlement,
me_land_4109,Blackfang Cleft,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,livestock,rural_settlement,
me_land_4110,Burzfang Cleft,me_anduin_vale_region,GOB,place,1.457,me_misty_orc,me_melkorism,,wheat,rural_settlement,
me_land_4111,Lodad Steppe,me_rhun_region,RH2,place,3.38,me_karmachi,me_melkorism,,wheat,rural_settlement,kusu_culture
me_land_4112,Blackwater End,me_anduin_vale_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,wool,rural_settlement,
me_land_4113,Bramblewater End,me_enedwaith_region,DUN,place,5.732,me_dunlending,me_dunland_ways,,wheat,rural_settlement,awad_bing_culture
me_land_4114,Imlad mornion,me_ithilien_region,WILD,wilderness,0.006,me_gondorian,me_valar_worship,,salt,rural_settlement,
me_land_4115,Bellness,me_dale_region,ESG,place,1.113,me_dalish,me_northern_ways,,clay,rural_settlement,
me_land_4116,Firien Wood,me_rohan_region,ROH,landmark,2.613,me_rohirric,me_northern_ways,,horses,rural_settlement,ngaliwuru_culture
me_land_4117,Farur Oasis,me_umbar_region,UMB,place,0.398,me_umbarite,me_sauron_cult,,wheat,rural_settlement,
me_land_4118,Hadrur Oasis,me_near_harad_region,WILD,wilderness,0.006,me_near_haradrim,me_southron_ways,,livestock,rural_settlement,
me_land_4119,Bucklandwater End,me_mirkwood_region,WILD,wilderness,0.011,me_woodman,me_northern_ways,,wheat,rural_settlement,
me_land_4120,Rivermead,me_anduin_vale_region,BEO,place,0.297,me_beorning,me_northern_ways,,wool,rural_settlement,
me_land_4121,Narad Steppe,me_rhun_region,WILD,wilderness,0.011,me_balchoth,me_melkorism,,wool,rural_settlement,
me_land_4122,Dushfang Cleft,me_mordor_region,MOR,place,0.708,me_mordor_orc,me_sauron_cult,,livestock,rural_settlement,
me_land_4123,Minas mornion,me_ithilien_region,WILD,wilderness,0.011,me_gondorian,me_valar_worship,,horses,rural_settlement,
me_land_4124,Déorseld,me_rohan_region,ROH,place,2.518,me_rohirric,me_northern_ways,,horses,rural_settlement,nivacle_culture
me_land_4125,Rhovad Steppe,me_rhun_region,RHU,place,3.121,me_balchoth,me_sauron_cult,,horses,rural_settlement,mandaya_culture
me_land_4126,Sagad Steppe,me_rhun_region,RH2,place,3.38,me_karmachi,me_melkorism,,wheat,rural_settlement,kuskokwag_culture
me_land_4127,Bowness,me_rhun_region,DOR,place,1.559,me_dorwinrim,me_northern_ways,,wheat,rural_settlement,xinka_culture
me_land_4128,Cedarwater End,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,wool,rural_settlement,
me_land_4129,Ost mornion,me_brown_lands_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,wool,rural_settlement,
me_land_4130,Taur mornion,me_belfalas_region,GON,place,3.58,me_gondorian,me_valar_worship,,wheat,rural_settlement,kaantju_culture
me_land_4131,Ghashfang Cleft,me_mordor_region,MOR,place,1.416,me_mordor_orc,me_sauron_cult,,wheat,rural_settlement,
me_land_4132,Bar mornion,me_belfalas_region,DAM,place,2.342,me_dol_amrothian,me_valar_worship,,wool,rural_settlement,pitahwarita_culture
me_land_4133,Calen mornion,me_ithilien_region,WILD,wilderness,0.013,me_gondorian,me_valar_worship,,clay,rural_settlement,
me_land_4134,Kharur Oasis,me_far_harad_region,HFA,place,3.575,me_far_haradrim,me_southron_ways,,livestock,rural_settlement,khoemana_culture
me_land_4135,Celon mornion,me_ithilien_region,WILD,wilderness,0.014,me_gondorian,me_valar_worship,,wheat,rural_settlement,
me_land_4136,Nim mornion,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,wool,rural_settlement,
me_land_4137,Gorfang Cleft,me_grey_mountains_region,GUN,place,5.323,me_northern_orc,me_melkorism,,livestock,rural_settlement,bassa_culture
me_land_4138,Celduinness,me_rhun_region,DOR,place,1.559,me_dorwinrim,me_northern_ways,,livestock,rural_settlement,xinhui_culture
me_land_4139,Sharad Steppe,me_rhun_region,WILD,wilderness,0.01,me_balchoth,me_melkorism,,horses,rural_settlement,
me_land_4140,Amon nenion,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,livestock,rural_settlement,
me_land_4141,Dol nenion,me_lindon_region,LIN,place,0.051,me_sindar,me_valar_worship,,livestock,rural_settlement,
me_land_4142,Eithel nenion,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,livestock,rural_settlement,
me_land_4143,Grishfang Cleft,me_anduin_vale_region,DOL,place,3.39,me_mordor_orc,me_sauron_cult,,wool,rural_settlement,koryak_culture
me_land_4144,Deepwater End,me_enedwaith_region,WILD,wilderness,0.013,me_dunlending,me_dunland_ways,,wheat,rural_settlement,
me_land_4145,Emyn nenion,me_lindon_region,LIN,place,0.096,me_sindar,me_valar_worship,,clay,rural_settlement,
me_land_4146,Uldad Steppe,me_rhun_region,RHU,place,4.159,me_balchoth,me_sauron_cult,,clay,rural_settlement,gela_culture
me_land_4147,Eorlseld,me_rohan_region,ROH,place,2.613,me_rohirric,me_northern_ways,,horses,rural_settlement,ngalakan_culture
me_land_4148,Krimpfang Cleft,me_mordor_region,MOR,place,1.416,me_mordor_orc,me_sauron_cult,,stone,rural_settlement,
me_land_4149,Mahrur Oasis,me_near_harad_region,HNE,place,1.99,me_near_haradrim,me_southron_ways,,livestock,rural_settlement,tamathli_culture
me_land_4150,Imlad nenion,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,livestock,rural_settlement,
me_land_4151,Rushcroft,me_shire_breeland_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,wool,rural_settlement,
me_land_4152,Starshore Sound,me_northern_wastes_region,WILD,wilderness,0.011,me_lossoth,me_lossoth_ways,,wool,rural_settlement,
me_land_4153,Azannâla,me_rhun_region,IRO,place,0.45,me_longbeard,me_mahal_cult,,clay,rural_settlement,
me_land_4154,Whiteshore Sound,me_forochel_region,LOS,place,0.031,me_lossoth,me_lossoth_ways,,fur,rural_settlement,
me_land_4155,Lugfang Cleft,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,wheat,rural_settlement,
me_land_4156,Narur Oasis,me_far_harad_region,WILD,wilderness,0.006,me_far_haradrim,me_southron_ways,,copper,rural_settlement,
me_land_4157,Eastwater End,me_enedwaith_region,WILD,wilderness,0.013,me_dunlending,me_dunland_ways,,wheat,rural_settlement,
me_land_4158,Qasur Oasis,me_umbar_region,UMB,place,0.662,me_umbarite,me_sauron_cult,,horses,rural_settlement,
me_land_4159,Rakhur Oasis,me_near_harad_region,HNE,place,1.99,me_near_haradrim,me_southron_ways,,wool,rural_settlement,tamang_culture
me_land_4160,Minas nenion,me_belfalas_region,DAM,place,2.342,me_dol_amrothian,me_valar_worship,,wool,rural_settlement,pitaguary_culture
me_land_4161,Ost nenion,me_brown_lands_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,clay,rural_settlement,
me_land_4162,Wainad Steppe,me_rhun_region,RH3,place,5.556,me_sagath,me_melkorism,,clay,rural_settlement,baguirmi_culture
me_land_4163,Baraznâla,me_grey_mountains_region,ERE,place,1.488,me_longbeard,me_mahal_cult,,wool,rural_settlement,yuru_culture
me_land_4164,Zorad Steppe,me_rhun_region,RH2,place,3.38,me_karmachi,me_melkorism,,wool,rural_settlement,kusiutta_culture
me_land_4165,Greenwater End,me_mirkwood_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,wheat,rural_settlement,
me_land_4166,Mauhfang Cleft,me_mordor_region,MOR,place,1.416,me_mordor_orc,me_sauron_cult,,wheat,rural_settlement,
me_land_4167,Muzgfang Cleft,me_mordor_region,MOR,place,1.416,me_mordor_orc,me_sauron_cult,,stone,rural_settlement,
me_land_4168,Taur nenion,me_ithilien_region,WILD,wilderness,0.006,me_gondorian,me_valar_worship,,salt,rural_settlement,
me_land_4169,Folcseld,me_rohan_region,ROH,place,1.354,me_rohirric,me_northern_ways,,wheat,rural_settlement,
me_land_4170,Skinmead,me_anduin_vale_region,BEO,place,0.297,me_beorning,me_northern_ways,,livestock,rural_settlement,
me_land_4171,Bar nenion,me_south_gondor_region,GON,place,5.187,me_gondorian,me_valar_worship,,clay,rural_settlement,bobo
me_land_4172,Balar Steppe,me_rhun_region,WILD,wilderness,0.01,me_balchoth,me_melkorism,,livestock,rural_settlement,
me_land_4173,Calen nenion,me_south_gondor_region,GON,place,3.891,me_gondorian,me_valar_worship,,wool,rural_settlement,hende_culture
me_land_4174,Bizarnâla,me_lindon_region,BLU,place,0.263,me_firebeard_broadbeam,me_mahal_cult,,wheat,rural_settlement,
me_land_4175,Nazgfang Cleft,me_north_arnor_region,ANG,place,1.091,me_northern_orc,me_melkorism,,clay,rural_settlement,
me_land_4176,Skaifang Cleft,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,wheat,rural_settlement,
me_land_4177,Wintershore Sound,me_forochel_region,LOS,place,0.211,me_lossoth,me_lossoth_ways,,fur,rural_settlement,
me_land_4178,Celon nenion,me_lindon_region,LIN,place,0.096,me_sindar,me_valar_worship,,fish,rural_settlement,
me_land_4179,Coldwater Sound,me_northern_wastes_region,WILD,wilderness,0.006,me_lossoth,me_lossoth_ways,,fur,rural_settlement,
me_land_4180,Sahrur Oasis,me_far_harad_region,WILD,wilderness,0.006,me_far_haradrim,me_southron_ways,,livestock,rural_settlement,
me_land_4181,Nim nenion,me_ithilien_region,WILD,wilderness,0.013,me_gondorian,me_valar_worship,,stone,rural_settlement,
me_land_4182,Tazur Oasis,me_near_harad_region,HNE,place,2.651,me_near_haradrim,me_southron_ways,,livestock,rural_settlement,nari_nari_culture
me_land_4183,Amon rathion,me_south_gondor_region,GON,place,5.187,me_gondorian,me_valar_worship,,wool,rural_settlement,bo_culture
me_land_4184,Borar Steppe,me_rhun_region,RH2,place,3.38,me_karmachi,me_melkorism,,wheat,rural_settlement,kurukh_culture
me_land_4185,Dol rathion,me_lindon_region,LIN,place,0.096,me_sindar,me_valar_worship,,clay,rural_settlement,
me_land_4186,Uglfang Cleft,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,stone,rural_settlement,
me_land_4187,Eithel rathion,me_lindon_region,LIN,place,0.096,me_sindar,me_valar_worship,,livestock,rural_settlement,
me_land_4188,Emyn rathion,me_ithilien_region,WILD,wilderness,0.006,me_gondorian,me_valar_worship,,stone,rural_settlement,
me_land_4189,Urukfang Cleft,me_mordor_region,MOR,place,8.473,me_mordor_orc,me_sauron_cult,,iron,rural_settlement,amuzgo_culture
me_land_4190,Imlad rathion,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,wool,rural_settlement,
me_land_4191,Umrur Oasis,me_far_harad_region,HFA,place,15.342,me_far_haradrim,me_southron_ways,,horses,rural_settlement,ais_culture
me_land_4192,Minas rathion,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,wool,rural_settlement,
me_land_4193,Ost rathion,me_mirkwood_region,WOO,place,0.68,me_silvan,me_valar_worship,,wool,rural_settlement,
me_land_4194,Drazesh Camp,me_khand_region,KHA,place,2.173,me_variag,me_melkorism,,livestock,rural_settlement,sanaviron_culture
me_land_4195,Driftwater Sound,me_northern_wastes_region,WILD,wilderness,0.006,me_lossoth,me_lossoth_ways,,wild_game,rural_settlement,
me_land_4196,Taur rathion,me_ithilien_region,WILD,wilderness,0.006,me_gondorian,me_valar_worship,,iron,rural_settlement,
me_land_4197,Bar rathion,me_belfalas_region,GON,place,5.187,me_gondorian,me_valar_worship,,livestock,rural_settlement,blang_culture
me_land_4198,Zarur Oasis,me_near_harad_region,HRA,place,3.613,me_near_haradrim,me_southron_ways,,copper,rural_settlement,huarco_culture
me_land_4199,Ashgash Cleft,me_angmar_region,WILD,wilderness,0.006,me_northern_orc,me_melkorism,,fish,rural_settlement,
me_land_4200,Azrabad Wells,me_umbar_region,UMB,place,0.662,me_umbarite,me_sauron_cult,,salt,rural_settlement,
me_land_4201,Calen rathion,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,wool,rural_settlement,
me_land_4202,Azggash Cleft,me_mordor_region,MOR,place,4.826,me_mordor_orc,me_sauron_cult,,livestock,rural_settlement,denesoline_culture
me_land_4203,Gathar Steppe,me_rhun_region,WILD,wilderness,0.011,me_balchoth,me_melkorism,,wool,rural_settlement,
me_land_4204,Celon rathion,me_lindon_region,LIN,place,0.096,me_sindar,me_valar_worship,,wheat,rural_settlement,
me_land_4205,Bahrabad Wells,me_near_harad_region,HNE,place,1.99,me_near_haradrim,me_southron_ways,,horses,rural_settlement,tamambo_culture
me_land_4206,Nim rathion,me_mirkwood_region,WOO,place,0.68,me_silvan,me_valar_worship,,medicaments,rural_settlement,
me_land_4207,Frostwater Sound,me_northern_wastes_region,WILD,wilderness,0.011,me_lossoth,me_lossoth_ways,,wheat,rural_settlement,
me_land_4208,Darabad Wells,me_umbar_region,UMB,place,1.694,me_umbarite,me_sauron_cult,,livestock,rural_settlement,tumaco_culture
me_land_4209,Icewater Sound,me_northern_wastes_region,WILD,wilderness,0.006,me_lossoth,me_lossoth_ways,,fish,rural_settlement,
me_land_4210,Amon sarnion,me_ithilien_region,WILD,wilderness,0.006,me_gondorian,me_valar_worship,,salt,rural_settlement,
me_land_4211,Dol sarnion,me_lindon_region,LIN,place,0.096,me_sindar,me_valar_worship,,wheat,rural_settlement,
me_land_4212,Karmar Steppe,me_rhun_region,RH2,place,3.38,me_karmachi,me_melkorism,,livestock,rural_settlement,kurtjar_culture
me_land_4213,Northwater Sound,me_northern_wastes_region,WILD,wilderness,0.006,me_lossoth,me_lossoth_ways,,fur,rural_settlement,
me_land_4214,Farabad Wells,me_near_harad_region,UMB,place,1.694,me_umbarite,me_sauron_cult,,livestock,rural_settlement,tuluva
me_land_4215,Gharesh Camp,me_khand_region,WILD,wilderness,0.006,me_variag,me_melkorism,,livestock,rural_settlement,
me_land_4216,Eithel sarnion,me_north_arnor_region,WILD,wilderness,0.011,me_eriadoran,me_northern_ways,,livestock,rural_settlement,
me_land_4217,Emyn sarnion,me_belfalas_region,GON,place,5.187,me_gondorian,me_valar_worship,,wool,rural_settlement,blaan_culture
me_land_4218,Imlad sarnion,me_brown_lands_region,WILD,wilderness,0.011,me_woodman,me_northern_ways,,clay,rural_settlement,
me_land_4219,Greywater End,me_anduin_vale_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,wheat,rural_settlement,
me_land_4220,Khurar Steppe,me_rhun_region,RHU,place,3.121,me_balchoth,me_sauron_cult,,wheat,rural_settlement,mandarese_culture
me_land_4221,Blackgash Cleft,me_anduin_vale_region,GOB,place,1.457,me_misty_orc,me_melkorism,,livestock,rural_settlement,
me_land_4222,Palewater Sound,me_northern_wastes_region,WILD,wilderness,0.011,me_lossoth,me_lossoth_ways,,livestock,rural_settlement,
me_land_4223,Hadrabad Wells,me_far_harad_region,WILD,wilderness,0.006,me_far_haradrim,me_southron_ways,,salt,rural_settlement,
me_land_4224,Longwater End,me_mirkwood_region,WDM,place,1.26,me_woodman,me_northern_ways,,wild_game,rural_settlement,
me_land_4225,Kandesh Camp,me_khand_region,KHA,place,2.173,me_variag,me_melkorism,,wheat,rural_settlement,samogitian
me_land_4226,Sealwater Sound,me_northern_wastes_region,WILD,wilderness,0.006,me_lossoth,me_lossoth_ways,,wild_game,rural_settlement,
me_land_4227,Northwater End,me_anduin_vale_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,wool,rural_settlement,
me_land_4228,Kharabad Wells,me_near_harad_region,UMB,place,1.694,me_umbarite,me_sauron_cult,,wheat,rural_settlement,tulumni_culture
me_land_4229,Minas sarnion,me_belfalas_region,DAM,place,2.342,me_dol_amrothian,me_valar_worship,,wool,rural_settlement,piscataway_culture
me_land_4230,Ost sarnion,me_belfalas_region,GON,place,3.58,me_gondorian,me_valar_worship,,clay,rural_settlement,k_omoks_culture
me_land_4231,Oakwater End,me_mirkwood_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,wheat,rural_settlement,
me_land_4232,Taur sarnion,me_north_arnor_region,RAN,place,0.168,me_arnor_dunedain,me_valar_worship,,livestock,rural_settlement,
me_land_4233,Burzgash Cleft,me_mordor_region,MOR,place,0.708,me_mordor_orc,me_sauron_cult,,wheat,rural_settlement,
me_land_4234,Lodar Steppe,me_rhun_region,WILD,wilderness,0.01,me_balchoth,me_melkorism,,horses,rural_settlement,
me_land_4235,Dushgash Cleft,me_mordor_region,MOR,place,1.416,me_mordor_orc,me_sauron_cult,,wheat,rural_settlement,
me_land_4236,Bundnâla,me_grey_mountains_region,WILD,wilderness,0.009,me_northern_orc,me_melkorism,,wild_game,rural_settlement,
me_land_4237,Southwater End,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,clay,rural_settlement,
me_land_4238,Mahrabad Wells,me_umbar_region,UMB,place,1.694,me_umbarite,me_sauron_cult,,horses,rural_settlement,tula_culture
me_land_4239,Narar Steppe,me_rhun_region,WILD,wilderness,0.01,me_balchoth,me_melkorism,,wool,rural_settlement,
me_land_4240,Bar sarnion,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,wheat,rural_settlement,
me_land_4241,Dumnâla,me_grey_mountains_region,ERE,place,1.488,me_longbeard,me_mahal_cult,,livestock,rural_settlement,yurok_culture
me_land_4242,Stonewater End,me_anduin_vale_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,clay,rural_settlement,
me_land_4243,Forochel Camp,me_forochel_region,LOS,camp,0.043,me_lossoth,me_lossoth_ways,,fur,town,
me_land_4244,Calen sarnion,me_anorien_region,GON,place,5.187,me_gondorian,me_valar_worship,,clay,rural_settlement,bjarmian
